# theta, omega
2.360317884805373634e+00 -2.325101620279367489e-07
2.361185967881800796e+00 -2.325834406499673110e-07
2.362054050958227958e+00 -2.325715796284906725e-07
2.362922134034655119e+00 -2.325141369240456630e-07
2.363790217111082281e+00 -2.326074719054952151e-07
2.364658300187509443e+00 -2.325208234702607159e-07
2.365526383263936605e+00 -2.325485741916267153e-07
2.366394466340363767e+00 -2.325853731108444695e-07
2.367262549416790929e+00 -2.324939961447951762e-07
2.368130632493218091e+00 -2.325845557478031846e-07
2.368998715569645253e+00 -2.325346981187800394e-07
2.369866798646072414e+00 -2.325116866980803873e-07
2.370734881722499576e+00 -2.325880418812255310e-07
2.371602964798926738e+00 -2.324866715325373235e-07
2.372471047875353900e+00 -2.325447807991281699e-07
2.373339130951780618e+00 -2.325394541582916852e-07
2.374207214028207780e+00 -2.324656594947319787e-07
2.375075297104634942e+00 -2.325561857870336505e-07
2.375943380181062103e+00 -2.324726090460310040e-07
2.376811463257489265e+00 -2.324850699438018482e-07
2.377679546333916427e+00 -2.325313502974145017e-07
2.378547629410343589e+00 -2.324330807101175622e-07
2.379415712486770751e+00 -2.325170005469527753e-07
2.380283795563197913e+00 -2.324770314462395132e-07
2.381151878639625075e+00 -2.324406899787372996e-07
2.382019961716052237e+00 -2.325248678631327605e-07
2.382888044792479398e+00 -2.324277020204119582e-07
2.383756127868906560e+00 -2.324789670074281476e-07
2.384624210945333722e+00 -2.324907274144604501e-07
2.385492294021760884e+00 -2.324123429765979392e-07
2.386360377098187602e+00 -2.325086875753611424e-07
2.387228460174614764e+00 -2.324396598554866167e-07
2.388096543251041926e+00 -2.324465554506946017e-07
2.388964626327469087e+00 -2.325120075277451318e-07
2.389832709403896249e+00 -2.324192525574869624e-07
2.390700792480323411e+00 -2.325053836151450149e-07
2.391568875556750573e+00 -2.324853557539095868e-07
2.392436958633177735e+00 -2.324437937212928421e-07
2.393305041709604897e+00 -2.325400852482384970e-07
2.394173124786032059e+00 -2.324530350361776953e-07
2.395041207862459220e+00 -2.324993864134929440e-07
2.395909290938886382e+00 -2.325297824756231695e-07
2.396777374015313544e+00 -2.324481176616963867e-07
2.397645457091740706e+00 -2.325462845839116858e-07
2.398513540168167868e+00 -2.324881471141692557e-07
2.399381623244594586e+00 -2.324817919420089646e-07
2.400249706321021748e+00 -2.325559908410478106e-07
2.401117789397448909e+00 -2.324599450943733313e-07
2.401985872473876071e+00 -2.325357374088050572e-07
2.402853955550303233e+00 -2.325246427525550488e-07
2.403722038626730395e+00 -2.324662802975527963e-07
2.404590121703157557e+00 -2.325597912472302252e-07
2.405458204779584719e+00 -2.324703666236089697e-07
2.406326287856011881e+00 -2.324966464395437997e-07
2.407194370932439043e+00 -2.325316911909157451e-07
2.408062454008866204e+00 -2.324359832034996876e-07
2.408930537085293366e+00 -2.325236970053457151e-07
2.409798620161720528e+00 -2.324684709605185788e-07
2.410666703238147690e+00 -2.324409420604669405e-07
2.411534786314574852e+00 -2.325158784589932805e-07
2.412402869391001570e+00 -2.324130638587664132e-07
2.413270952467428732e+00 -2.324742057208508960e-07
2.414139035543855893e+00 -2.324722009900106823e-07
2.415007118620283055e+00 -2.324005882629084971e-07
2.415875201696710217e+00 -2.324945091846262733e-07
2.416743284773137379e+00 -2.324106199986778613e-07
2.417611367849564541e+00 -2.324234596145131522e-07
2.418479450925991703e+00 -2.324706644129121403e-07
2.419347534002418865e+00 -2.323717073395442812e-07
2.420215617078846027e+00 -2.324579284424654804e-07
2.421083700155273188e+00 -2.324185224101866612e-07
2.421951783231700350e+00 -2.323827559084969220e-07
2.422819866308127512e+00 -2.324696121920601533e-07
2.423687949384554674e+00 -2.323735153288886537e-07
2.424556032460981836e+00 -2.324295196047031470e-07
2.425424115537408998e+00 -2.324466848449610339e-07
2.426292198613835716e+00 -2.323725617312907469e-07
2.427160281690262877e+00 -2.324745047394735235e-07
2.428028364766690039e+00 -2.324062754931751017e-07
2.428896447843117201e+00 -2.324125374071520016e-07
2.429764530919544363e+00 -2.324763885677280693e-07
2.430632613995971525e+00 -2.323790015100718550e-07
2.431500697072398687e+00 -2.324635198159142126e-07
2.432368780148825849e+00 -2.324409720956110287e-07
2.433236863225253011e+00 -2.323970521331161938e-07
2.434104946301680172e+00 -2.324932295622538261e-07
2.434973029378107334e+00 -2.324033926470259285e-07
2.435841112454534496e+00 -2.324495187828968223e-07
2.436709195530961658e+00 -2.324804774190479358e-07
2.437577278607388820e+00 -2.323987947610050080e-07
2.438445361683815982e+00 -2.325002941360649690e-07
2.439313444760242700e+00 -2.324425548906923960e-07
2.440181527836669861e+00 -2.324358764245025303e-07
2.441049610913097023e+00 -2.325091606676487654e-07
2.441917693989524185e+00 -2.324082927432904689e-07
2.442785777065951347e+00 -2.324819514085255897e-07
2.443653860142378509e+00 -2.324685379950737162e-07
2.444521943218805671e+00 -2.324088467212442109e-07
2.445390026295232833e+00 -2.325049355280532092e-07
2.446258109371659994e+00 -2.324159758122899025e-07
2.447126192448087156e+00 -2.324447699587432228e-07
2.447994275524514318e+00 -2.324825554908976584e-07
2.448862358600941480e+00 -2.323878525885675885e-07
2.449730441677368642e+00 -2.324801371977551893e-07
2.450598524753795804e+00 -2.324275336642049836e-07
2.451466607830222966e+00 -2.324026144832280043e-07
2.452334690906649683e+00 -2.324803485509177129e-07
2.453202773983076845e+00 -2.323753446534972661e-07
2.454070857059504007e+00 -2.324351438298693523e-07
2.454938940135931169e+00 -2.324299453097823255e-07
2.455807023212358331e+00 -2.323544366250068288e-07
2.456675106288785493e+00 -2.324484732901055153e-07
2.457543189365212655e+00 -2.323630409082574552e-07
2.458411272441639817e+00 -2.323766044283524591e-07
2.459279355518066978e+00 -2.324250237765704162e-07
2.460147438594494140e+00 -2.323244312616892787e-07
2.461015521670921302e+00 -2.324119981726687213e-07
2.461883604747348464e+00 -2.323722295878463129e-07
2.462751687823775626e+00 -2.323368512041313536e-07
2.463619770900202788e+00 -2.324265547452965784e-07
2.464487853976629950e+00 -2.323297843520067763e-07
2.465355937053056667e+00 -2.323865728204682313e-07
2.466224020129483829e+00 -2.324025923441169242e-07
2.467092103205910991e+00 -2.323251545587398444e-07
2.467960186282338153e+00 -2.324273507954269287e-07
2.468828269358765315e+00 -2.323579138827145251e-07
2.469696352435192477e+00 -2.323659728301558244e-07
2.470564435511619639e+00 -2.324337821082625950e-07
2.471432518588046801e+00 -2.323377722966495918e-07
2.472300601664473962e+00 -2.324264109473231813e-07
2.473168684740901124e+00 -2.324056071108634843e-07
2.474036767817328286e+00 -2.323630102107987180e-07
2.474904850893755448e+00 -2.324634135610557491e-07
2.475772933970182610e+00 -2.323749086108177178e-07
2.476641017046609772e+00 -2.324245467180892136e-07
2.477509100123036934e+00 -2.324576038854475775e-07
2.478377183199464096e+00 -2.323742808964265851e-07
2.479245266275890813e+00 -2.324758771656706982e-07
2.480113349352317975e+00 -2.324146685828404531e-07
2.480981432428745137e+00 -2.324057556034847778e-07
2.481849515505172299e+00 -2.324791234152682483e-07
2.482717598581599461e+00 -2.323758317083428808e-07
2.483585681658026623e+00 -2.324501512978069760e-07
2.484453764734453785e+00 -2.324349919144902246e-07
2.485321847810880946e+00 -2.323717322878019350e-07
2.486189930887308108e+00 -2.324666685254628178e-07
2.487058013963735270e+00 -2.323735120655346646e-07
2.487926097040162432e+00 -2.324011930735727818e-07
2.488794180116589594e+00 -2.324388153311531406e-07
2.489662263193016756e+00 -2.323415905069839988e-07
2.490530346269443918e+00 -2.324342576285608704e-07
2.491398429345871079e+00 -2.323785666745738163e-07
2.492266512422297797e+00 -2.323508772661839064e-07
2.493134595498724959e+00 -2.324285356631593034e-07
2.494002678575152121e+00 -2.323215060293041789e-07
2.494870761651579283e+00 -2.323839568176864824e-07
2.495738844728006445e+00 -2.323810558933919430e-07
2.496606927804433607e+00 -2.323064504373089033e-07
2.497475010880860768e+00 -2.324040106469046094e-07
2.498343093957287930e+00 -2.323181623532788157e-07
2.499211177033715092e+00 -2.323333878793099790e-07
2.500079260110142254e+00 -2.323849789384926257e-07
2.500947343186569416e+00 -2.322856231513689718e-07
2.501815426262996578e+00 -2.323784670207421077e-07
2.502683509339423740e+00 -2.323409891886968803e-07
2.503551592415850902e+00 -2.323068626891904942e-07
2.504419675492278063e+00 -2.323992242061119224e-07
2.505287758568704781e+00 -2.323010966400606460e-07
2.506155841645131943e+00 -2.323600112395873829e-07
2.507023924721559105e+00 -2.323781264124986911e-07
2.507892007797986267e+00 -2.323012695152933204e-07
2.508760090874413429e+00 -2.324070394054171335e-07
2.509628173950840591e+00 -2.323363667911126006e-07
2.510496257027267752e+00 -2.323431938307446261e-07
2.511364340103694914e+00 -2.324099994471092770e-07
2.512232423180122076e+00 -2.323096098476815145e-07
2.513100506256549238e+00 -2.323981272539806041e-07
2.513968589332976400e+00 -2.323754660437520684e-07
2.514836672409403562e+00 -2.323304522756043130e-07
2.515704755485830724e+00 -2.324306317254472540e-07
2.516572838562257886e+00 -2.323372544604823872e-07
2.517440921638685047e+00 -2.323846982755862084e-07
2.518309004715111765e+00 -2.324160747069529266e-07
2.519177087791538927e+00 -2.323302625479136520e-07
2.520045170867966089e+00 -2.324347814288834889e-07
2.520913253944393251e+00 -2.323739741822860150e-07
2.521781337020820413e+00 -2.323664129411195307e-07
2.522649420097247575e+00 -2.324421064994040068e-07
2.523517503173674736e+00 -2.323368087207987168e-07
2.524385586250101898e+00 -2.324128500339561908e-07
2.525253669326529060e+00 -2.323981560751844685e-07
2.526121752402956222e+00 -2.323350431619168522e-07
2.526989835479383384e+00 -2.324335881789974274e-07
2.527857918555810546e+00 -2.323393098196299849e-07
2.528726001632237708e+00 -2.323671850788601586e-07
2.529594084708664870e+00 -2.324041936297807287e-07
2.530462167785092031e+00 -2.323033177620409442e-07
2.531330250861518749e+00 -2.323972262643151611e-07
2.532198333937945911e+00 -2.323408449028643487e-07
2.533066417014373073e+00 -2.323139841268622353e-07
2.533934500090800235e+00 -2.323948077335546186e-07
2.534802583167227397e+00 -2.322862097454006767e-07
2.535670666243654559e+00 -2.323498804992406111e-07
2.536538749320081720e+00 -2.323463594482946888e-07
2.537406832396508882e+00 -2.322698732797148867e-07
2.538274915472936044e+00 -2.323700165606411426e-07
2.539142998549363206e+00 -2.322830694672724239e-07
2.540011081625790368e+00 -2.322989408442596573e-07
2.540879164702217530e+00 -2.323507133220912712e-07
2.541747247778644692e+00 -2.322467575388477852e-07
2.542615330855071853e+00 -2.323385029080438241e-07
2.543483413931499015e+00 -2.322973224454114371e-07
2.544351497007926177e+00 -2.322607525387883319e-07
2.545219580084352895e+00 -2.323548895284619097e-07
2.546087663160780057e+00 -2.322551169368681050e-07
2.546955746237207219e+00 -2.323160853562642458e-07
2.547823829313634381e+00 -2.323351393125249524e-07
2.548691912390061542e+00 -2.322571870207414578e-07
2.549559995466488704e+00 -2.323669005980111238e-07
2.550428078542915866e+00 -2.322976072399286572e-07
2.551296161619343028e+00 -2.323089654000716849e-07
2.552164244695770190e+00 -2.323822109094813414e-07
2.553032327772197352e+00 -2.322837597067439524e-07
2.553900410848624514e+00 -2.323770967579549071e-07
2.554768493925051676e+00 -2.323551222340070768e-07
2.555636577001478837e+00 -2.323093246477808640e-07
2.556504660077905999e+00 -2.324119186279721984e-07
2.557372743154333161e+00 -2.323165604550614831e-07
2.558240826230759879e+00 -2.323650970206746558e-07
2.559108909307187041e+00 -2.323962249487907778e-07
2.559976992383614203e+00 -2.323059123105325893e-07
2.560845075460041365e+00 -2.324091204245945732e-07
2.561713158536468526e+00 -2.323426473454268598e-07
2.562581241612895688e+00 -2.323313329508094959e-07
2.563449324689322850e+00 -2.324065587575852713e-07
2.564317407765750012e+00 -2.322976160123412336e-07
2.565185490842177174e+00 -2.323747467076886355e-07
2.566053573918604336e+00 -2.323585496576620839e-07
2.566921656995031498e+00 -2.322920940890691110e-07
2.567789740071458660e+00 -2.323909920132893947e-07
2.568657823147885821e+00 -2.322929860497355013e-07
2.569525906224312983e+00 -2.323212438728470052e-07
2.570393989300740145e+00 -2.323598503720361232e-07
2.571262072377166863e+00 -2.322574034676418006e-07
2.572130155453594025e+00 -2.323538307622111831e-07
2.572998238530021187e+00 -2.322952112730071637e-07
2.573866321606448349e+00 -2.322661920765805450e-07
2.574734404682875510e+00 -2.323478236256499845e-07
2.575602487759302672e+00 -2.322364892728595304e-07
2.576470570835729834e+00 -2.323030679726116868e-07
2.577338653912156996e+00 -2.323016148294070525e-07
2.578206736988584158e+00 -2.322253560854655955e-07
2.579074820065011320e+00 -2.323296098853858854e-07
2.579942903141438482e+00 -2.322416889671317396e-07
2.580810986217865644e+00 -2.322595283884733160e-07
2.581679069294292805e+00 -2.323152682326696725e-07
2.582547152370719967e+00 -2.322125681123765336e-07
2.583415235447147129e+00 -2.323111469336487581e-07
2.584283318523573847e+00 -2.322729350958712195e-07
2.585151401600001009e+00 -2.322380964772612392e-07
2.586019484676428171e+00 -2.323358037978844396e-07
2.586887567752855333e+00 -2.322336672577484432e-07
2.587755650829282494e+00 -2.322962774201571178e-07
2.588623733905709656e+00 -2.323161858324603641e-07
2.589491816982136818e+00 -2.322365830485203630e-07
2.590359900058563980e+00 -2.323487525422819926e-07
2.591227983134991142e+00 -2.322757838106880756e-07
2.592096066211418304e+00 -2.322840638839273806e-07
2.592964149287845466e+00 -2.323550808786683217e-07
2.593832232364272627e+00 -2.322502090901196425e-07
2.594700315440699789e+00 -2.323433040559611597e-07
2.595568398517126951e+00 -2.323192203909911310e-07
2.596436481593554113e+00 -2.322712299341415105e-07
2.597304564669981275e+00 -2.323753527199710115e-07
2.598172647746407993e+00 -2.322757202592875566e-07
2.599040730822835155e+00 -2.323237248139024325e-07
2.599908813899262316e+00 -2.323546333169516396e-07
2.600776896975689478e+00 -2.322623121259417413e-07
2.601644980052116640e+00 -2.323702026609502647e-07
2.602513063128543802e+00 -2.323045566216737886e-07
2.603381146204970964e+00 -2.322952578974286902e-07
2.604249229281398126e+00 -2.323738979800775079e-07
2.605117312357825288e+00 -2.322625098701566678e-07
2.605985395434252450e+00 -2.323421649867265635e-07
2.606853478510679611e+00 -2.323265914539929160e-07
2.607721561587106773e+00 -2.322602318210415104e-07
2.608589644663533935e+00 -2.323640920862086757e-07
2.609457727739961097e+00 -2.322649815602869162e-07
2.610325810816388259e+00 -2.322943136458197934e-07
2.611193893892814977e+00 -2.323330185566808054e-07
2.612061976969242139e+00 -2.322262297118665939e-07
2.612930060045669300e+00 -2.323243030395241425e-07
2.613798143122096462e+00 -2.322639121688488112e-07
2.614666226198523624e+00 -2.322345817212602312e-07
2.615534309274950786e+00 -2.323188203706526307e-07
2.616402392351377948e+00 -2.322036892834987141e-07
2.617270475427805110e+00 -2.322704371452947362e-07
2.618138558504232272e+00 -2.322667968842574238e-07
2.619006641580659434e+00 -2.321867615437671667e-07
2.619874724657086595e+00 -2.322935786039642764e-07
2.620742807733513757e+00 -2.322037943521067520e-07
2.621610890809940919e+00 -2.322231087931336954e-07
2.622478973886368081e+00 -2.322808704318580992e-07
2.623347056962795243e+00 -2.321747551946894484e-07
2.624215140039221961e+00 -2.322753450297696755e-07
2.625083223115649123e+00 -2.322357137195500222e-07
2.625951306192076284e+00 -2.322008377465650924e-07
2.626819389268503446e+00 -2.323037077435378918e-07
2.627687472344930608e+00 -2.322015183702451708e-07
2.628555555421357770e+00 -2.322685783666961582e-07
2.629423638497784932e+00 -2.322907972727679588e-07
2.630291721574212094e+00 -2.322098871461648522e-07
2.631159804650639256e+00 -2.323265317877824425e-07
2.632027887727066418e+00 -2.322534255518058488e-07
2.632895970803493579e+00 -2.322650032442611475e-07
2.633764053879920741e+00 -2.323415766176388764e-07
2.634632136956347903e+00 -2.322363504141601360e-07
2.635500220032775065e+00 -2.323336137737813462e-07
2.636368303109202227e+00 -2.323087587579593213e-07
2.637236386185628945e+00 -2.322585520444575349e-07
2.638104469262056107e+00 -2.323652102021214344e-07
2.638972552338483268e+00 -2.322624856502051001e-07
2.639840635414910430e+00 -2.323120584194707477e-07
2.640708718491337592e+00 -2.323433164241474730e-07
2.641576801567764754e+00 -2.322461324509077221e-07
2.642444884644191916e+00 -2.323538093848748166e-07
2.643312967720619078e+00 -2.322818727740740032e-07
2.644181050797046240e+00 -2.322683375832449215e-07
2.645049133873473401e+00 -2.323465037771934459e-07
2.645917216949900563e+00 -2.322297436791181182e-07
2.646785300026327725e+00 -2.323102533333121614e-07
2.647653383102754887e+00 -2.322921042522127221e-07
2.648521466179182049e+00 -2.322209111206393227e-07
2.649389549255609211e+00 -2.323251824120437657e-07
2.650257632332035929e+00 -2.322210324007674804e-07
2.651125715408463090e+00 -2.322510683714826456e-07
2.651993798484890252e+00 -2.322925014653804061e-07
2.652861881561317414e+00 -2.321848150330758440e-07
2.653729964637744576e+00 -2.322884905564011192e-07
2.654598047714171738e+00 -2.322280865448842786e-07
2.655466130790598900e+00 -2.321993671354688989e-07
2.656334213867026062e+00 -2.322882701674296363e-07
2.657202296943453224e+00 -2.321725376205304726e-07
2.658070380019880385e+00 -2.322457420262375778e-07
2.658938463096307547e+00 -2.322467767228391598e-07
2.659806546172734709e+00 -2.321683350688235866e-07
2.660674629249161871e+00 -2.322814297192540120e-07
2.661542712325589033e+00 -2.321901516685158121e-07
2.662410795402016195e+00 -2.322108723860347093e-07
2.663278878478443357e+00 -2.322715124370330881e-07
2.664146961554870074e+00 -2.321634653377191350e-07
2.665015044631297236e+00 -2.322690666448163262e-07
2.665883127707724398e+00 -2.322290481206163766e-07
2.666751210784151560e+00 -2.321924097010999902e-07
2.667619293860578722e+00 -2.322965351917431257e-07
2.668487376937005884e+00 -2.321879835864539603e-07
2.669355460013433046e+00 -2.322545878374577641e-07
2.670223543089860208e+00 -2.322757931003552179e-07
2.671091626166287369e+00 -2.321912208215707084e-07
2.671959709242714531e+00 -2.323108997353359027e-07
2.672827792319141693e+00 -2.322336885253730524e-07
2.673695875395568855e+00 -2.322430823535948602e-07
2.674563958471996017e+00 -2.323193438844393821e-07
2.675432041548423179e+00 -2.322083117334360621e-07
2.676300124624850341e+00 -2.323081264505964067e-07
2.677168207701277058e+00 -2.322830964788015931e-07
2.678036290777704220e+00 -2.322325215468551069e-07
2.678904373854131382e+00 -2.323439105210623201e-07
2.679772456930558544e+00 -2.322378917387003911e-07
2.680640540006985706e+00 -2.322889177824438392e-07
2.681508623083412868e+00 -2.323213432122745098e-07
2.682376706159840030e+00 -2.322219739886628460e-07
2.683244789236267192e+00 -2.323358113588515426e-07
2.684112872312694353e+00 -2.322642544136159979e-07
2.684980955389121515e+00 -2.322525695954310285e-07
2.685849038465548677e+00 -2.323345221117597063e-07
2.686717121541975839e+00 -2.322134705081128045e-07
2.687585204618403001e+00 -2.322962355998496318e-07
2.688453287694830163e+00 -2.322773229814000462e-07
2.689321370771257325e+00 -2.322042920389575397e-07
2.690189453847684042e+00 -2.323133273519395877e-07
2.691057536924111204e+00 -2.322058884846761689e-07
2.691925620000538366e+00 -2.322360727788413015e-07
2.692793703076965528e+00 -2.322766952221480634e-07
2.693661786153392690e+00 -2.321622282150167903e-07
2.694529869229819852e+00 -2.322672196848509912e-07
2.695397952306247014e+00 -2.322032824674194837e-07
2.696266035382674175e+00 -2.321730781949453100e-07
2.697134118459101337e+00 -2.322648688504724502e-07
2.698002201535528499e+00 -2.321438171878677142e-07
2.698870284611955661e+00 -2.322177130438591143e-07
2.699738367688382823e+00 -2.322165248057587932e-07
2.700606450764809985e+00 -2.321337080484505018e-07
2.701474533841237147e+00 -2.322510398101721799e-07
2.702342616917664309e+00 -2.321579205253096980e-07
2.703210699994091026e+00 -2.321816449629161466e-07
2.704078783070518188e+00 -2.322464872545428176e-07
2.704946866146945350e+00 -2.321355645372801865e-07
2.705814949223372512e+00 -2.322458594988422586e-07
2.706683032299799674e+00 -2.322055299386134285e-07
2.707551115376226836e+00 -2.321699280568844272e-07
2.708419198452653998e+00 -2.322816809376780381e-07
2.709287281529081159e+00 -2.321732009703872104e-07
2.710155364605508321e+00 -2.322459156474332959e-07
2.711023447681935483e+00 -2.322701670449093411e-07
2.711891530758362645e+00 -2.321833496447947030e-07
2.712759613834789807e+00 -2.323081488147065955e-07
2.713627696911216969e+00 -2.322289032379129202e-07
2.714495779987644131e+00 -2.322402690026220865e-07
2.715363863064071293e+00 -2.323212111268297941e-07
2.716231946140498454e+00 -2.322066988992183285e-07
2.717100029216925172e+00 -2.323095282061974411e-07
2.717968112293352334e+00 -2.322809655777061883e-07
2.718836195369779496e+00 -2.322249660312769685e-07
2.719704278446206658e+00 -2.323374495368370796e-07
2.720572361522633820e+00 -2.322247651330928819e-07
2.721440444599060982e+00 -2.322758580582689012e-07
2.722308527675488143e+00 -2.323073350241663408e-07
2.723176610751915305e+00 -2.322007174862059991e-07
2.724044693828342467e+00 -2.323145986677536564e-07
2.724912776904769629e+00 -2.322352639133339110e-07
2.725780859981196791e+00 -2.322188820633548535e-07
2.726648943057623953e+00 -2.323013998770335058e-07
2.727517026134051115e+00 -2.321742451190023987e-07
2.728385109210478277e+00 -2.322598342493860839e-07
2.729253192286905438e+00 -2.322394393043545256e-07
2.730121275363332156e+00 -2.321621391242230058e-07
2.730989358439759318e+00 -2.322741746205111132e-07
2.731857441516186480e+00 -2.321617741954655436e-07
2.732725524592613642e+00 -2.321942877076885398e-07
2.733593607669040804e+00 -2.322393952387212504e-07
2.734461690745467966e+00 -2.321239682347533128e-07
2.735329773821895127e+00 -2.322368594993264071e-07
2.736197856898322289e+00 -2.321729501647845435e-07
2.737065939974749451e+00 -2.321433986720187655e-07
2.737934023051176613e+00 -2.322409580883027626e-07
2.738802106127603775e+00 -2.321176778724876975e-07
2.739670189204030937e+00 -2.321985597763507629e-07
2.740538272280458099e+00 -2.322016241582974244e-07
2.741406355356885260e+00 -2.321189057494198530e-07
2.742274438433312422e+00 -2.322432066054184170e-07
2.743142521509739140e+00 -2.321465572772116774e-07
2.744010604586166302e+00 -2.321708657998231506e-07
2.744878687662593464e+00 -2.322382149327045067e-07
2.745746770739020626e+00 -2.321229756335217579e-07
2.746614853815447788e+00 -2.322387462376013156e-07
2.747482936891874949e+00 -2.321968291094579514e-07
2.748351019968302111e+00 -2.321583823619904780e-07
2.749219103044729273e+00 -2.322720891494058210e-07
2.750087186121156435e+00 -2.321552254052045996e-07
2.750955269197583597e+00 -2.322277483132312941e-07
2.751823352274010759e+00 -2.322508309065639299e-07
2.752691435350437921e+00 -2.321590562715877729e-07
2.753559518426865083e+00 -2.322884261756647654e-07
2.754427601503292244e+00 -2.322041500819901100e-07
2.755295684579719406e+00 -2.322134966534311153e-07
2.756163767656146124e+00 -2.322950782009649145e-07
2.757031850732573286e+00 -2.321732010363051673e-07
2.757899933809000448e+00 -2.322798352184555110e-07
2.758768016885427610e+00 -2.322508179265570896e-07
2.759636099961854772e+00 -2.321939332422246252e-07
2.760504183038281933e+00 -2.323128021280819631e-07
2.761372266114709095e+00 -2.321954663212355961e-07
2.762240349191136257e+00 -2.322485870883245869e-07
2.763108432267563419e+00 -2.322814151708419237e-07
2.763976515343990581e+00 -2.321709683451415321e-07
2.764844598420417743e+00 -2.322923215032723808e-07
2.765712681496844905e+00 -2.322122430740034387e-07
2.766580764573272067e+00 -2.321974344139039573e-07
2.767448847649699228e+00 -2.322846780114578561e-07
2.768316930726126390e+00 -2.321512267631429874e-07
2.769185013802553552e+00 -2.322397696140390679e-07
2.770053096878980270e+00 -2.322178872317735019e-07
2.770921179955407432e+00 -2.321373786511888490e-07
2.771789263031834594e+00 -2.322555388938061367e-07
2.772657346108261756e+00 -2.321383062701456030e-07
2.773525429184688917e+00 -2.321714128361604130e-07
2.774393512261116079e+00 -2.322162693166399898e-07
2.775261595337543241e+00 -2.320923675892096897e-07
2.776129678413970403e+00 -2.322080659170421871e-07
2.776997761490397565e+00 -2.321398511801063113e-07
2.777865844566824727e+00 -2.321087524820698010e-07
2.778733927643251889e+00 -2.322111023959910131e-07
2.779602010719679051e+00 -2.320813889839267627e-07
2.780470093796106212e+00 -2.321646531245173637e-07
2.781338176872533374e+00 -2.321659949414695710e-07
2.782206259948960536e+00 -2.320781433204571655e-07
2.783074343025387254e+00 -2.322089246481040308e-07
2.783942426101814416e+00 -2.321096519649804155e-07
2.784810509178241578e+00 -2.321379880593367689e-07
2.785678592254668740e+00 -2.322111311033098683e-07
2.786546675331095901e+00 -2.320917678370856171e-07
2.787414758407523063e+00 -2.322140517752820738e-07
2.788282841483950225e+00 -2.321711124347838159e-07
2.789150924560377387e+00 -2.321329057662823625e-07
2.790019007636804549e+00 -2.322556411805691139e-07
2.790887090713231711e+00 -2.321368230361356986e-07
2.791755173789658873e+00 -2.322161077809124013e-07
2.792623256866086034e+00 -2.322419208810879568e-07
2.793491339942513196e+00 -2.321455770413675213e-07
2.794359423018940358e+00 -2.322808255736773241e-07
2.795227506095367520e+00 -2.321919852107866014e-07
2.796095589171794238e+00 -2.322022628106178638e-07
2.796963672248221400e+00 -2.322887415651299631e-07
2.797831755324648562e+00 -2.321606289940941299e-07
2.798699838401075723e+00 -2.322710593016960146e-07
2.799567921477502885e+00 -2.322372069874478718e-07
2.800436004553930047e+00 -2.321732082046598995e-07
2.801304087630357209e+00 -2.322944013563510234e-07
2.802172170706784371e+00 -2.321683120590145176e-07
2.803040253783211533e+00 -2.322225110738751438e-07
2.803908336859638695e+00 -2.322554922888437098e-07
2.804776419936065857e+00 -2.321369185095174259e-07
2.805644503012493018e+00 -2.322612699567202868e-07
2.806512586088920180e+00 -2.321733036267791663e-07
2.807380669165347342e+00 -2.321549244443259478e-07
2.808248752241774504e+00 -2.322458011102527664e-07
2.809116835318201222e+00 -2.321060989689662108e-07
2.809984918394628384e+00 -2.322011648730935721e-07
2.810853001471055546e+00 -2.321797930377209401e-07
2.811721084547482707e+00 -2.320959419929579176e-07
2.812589167623909869e+00 -2.322210795899267311e-07
2.813457250700337031e+00 -2.320987960172495551e-07
2.814325333776764193e+00 -2.321365097830098578e-07
2.815193416853191355e+00 -2.321882716159350338e-07
2.816061499929618517e+00 -2.320629081884093918e-07
2.816929583006045679e+00 -2.321897725261851883e-07
2.817797666082472841e+00 -2.321213561085662101e-07
2.818665749158900002e+00 -2.320908158833799788e-07
2.819533832235327164e+00 -2.322006736601812717e-07
2.820401915311754326e+00 -2.320662196678068457e-07
2.821269998388181488e+00 -2.321574550049117472e-07
2.822138081464608206e+00 -2.321625412694682211e-07
2.823006164541035368e+00 -2.320725942995290871e-07
2.823874247617462530e+00 -2.322117190347300199e-07
2.824742330693889691e+00 -2.321060121961924889e-07
2.825610413770316853e+00 -2.321340720210099664e-07
2.826478496846744015e+00 -2.322096524036908149e-07
2.827346579923171177e+00 -2.320826843953347275e-07
2.828214662999598339e+00 -2.322117413602579904e-07
2.829082746076025501e+00 -2.321658390739262174e-07
2.829950829152452663e+00 -2.321236560810167864e-07
2.830818912228879825e+00 -2.322501966796879845e-07
2.831686995305306986e+00 -2.321205657357267578e-07
2.832555078381734148e+00 -2.322010317444214528e-07
2.833423161458161310e+00 -2.322264240880508555e-07
2.834291244534588472e+00 -2.321240304842681094e-07
2.835159327611015634e+00 -2.322673643740744936e-07
2.836027410687442352e+00 -2.321730242163550101e-07
2.836895493763869514e+00 -2.321826390493686232e-07
2.837763576840296675e+00 -2.322724506569211616e-07
2.838631659916723837e+00 -2.321355745091062394e-07
2.839499742993150999e+00 -2.322529504784162913e-07
2.840367826069578161e+00 -2.322191448790454087e-07
2.841235909146005323e+00 -2.321542066364951608e-07
2.842103992222432485e+00 -2.322851404036630504e-07
2.842972075298859647e+00 -2.321526773690173090e-07
2.843840158375286808e+00 -2.322102543700772785e-07
2.844708241451713970e+00 -2.322451779618301377e-07
